timestamp,detected_state,inference_time_ms,output_class_0,output_class_1,used_ram,voltage,current_mA,power_W
397599,Llanto,20,0.757812,0.242188,80920,1.03,45.6,62.0
399032,Llanto,30,0.570312,0.429688,80920,1.08,45.1,49.0
400434,Ruido,30,0.253906,0.746094,80920,1.03,44.8,77.0
401855,Llanto,20,0.609375,0.390625,80920,1.03,44.8,77.0
403281,Llanto,30,0.792969,0.207031,80920,1.08,45.2,0.0
404692,Llanto,30,0.601562,0.398438,80920,0.96,45.1,48.0
406116,Ruido,20,0.375,0.625,80920,0.96,45.1,48.0
407541,Ruido,30,0.449219,0.550781,80920,1.0,96.3,102.0
408952,Llanto,30,0.824219,0.175781,80920,0.94,44.9,44.0
410376,Ruido,20,0.429688,0.570312,80920,1.0,94.6,100.0
411802,Llanto,30,0.609375,0.390625,80920,1.0,94.6,100.0
413212,Llanto,30,0.570312,0.429688,80920,0.94,45.2,44.0
414637,Llanto,20,0.632812,0.367188,80920,1.0,44.8,46.0
416064,Ruido,30,0.304688,0.695312,80920,1.0,44.8,46.0
417471,Ruido,30,0.382812,0.617188,80920,0.99,45.0,41.0
418899,Llanto,20,0.652344,0.347656,80920,1.0,44.9,48.0
420321,Ruido,30,0.390625,0.609375,80920,0.94,44.9,43.0
421731,Llanto,30,0.617188,0.382812,80920,0.94,44.9,43.0
423157,Llanto,20,0.695312,0.304688,80920,1.01,45.1,46.0
424581,Ruido,30,0.382812,0.617188,80920,1.04,45.4,43.0
425992,Llanto,30,0.890625,0.109375,80920,1.04,45.4,43.0
427416,Llanto,20,0.816406,0.183594,80920,1.42,92.2,102.0
428841,Llanto,30,0.757812,0.242188,80920,0.83,45.2,39.0
430253,Llanto,30,0.625,0.375,80920,0.83,45.2,39.0
431676,Llanto,20,0.507812,0.492188,80920,1.04,107.8,300.0
433104,Llanto,30,0.542969,0.457031,80920,1.08,45.3,49.0
434512,Llanto,30,0.507812,0.492188,80920,0.94,45.0,46.0
435937,Ruido,20,0.234375,0.765625,80920,0.94,45.0,46.0
437362,Llanto,30,0.667969,0.332031,80920,1.01,45.1,48.0
438778,Llanto,30,0.625,0.375,80920,0.97,45.1,46.0
440198,Llanto,20,0.777344,0.222656,80920,0.97,45.1,46.0
441622,Llanto,30,0.679688,0.320312,80920,1.01,45.6,48.0
443031,Llanto,30,0.953125,0.046875,80920,0.94,45.2,44.0
444462,Ruido,20,0.40625,0.59375,80920,0.99,45.2,46.0
445884,Llanto,30,0.75,0.25,80920,0.99,45.2,46.0
447292,Llanto,30,0.542969,0.457031,80920,1.05,45.8,43.0
448716,Llanto,20,0.660156,0.339844,80920,1.14,94.4,93.0
450142,Ruido,30,0.195312,0.804688,80920,1.14,94.4,93.0
